unique_housing_id,geo,unique_id_in_geo,entity,gqrtotals,gqtotals,hhrtotals,hhtotals,hid,hinc,hsize,rhsize,rinc,sample_geo
71,4013010101,72,household,0.0,0.0,1.0,1.0,2.01200023512e+12,5.0,2.0,2.0,5.0,803
72,4013010101,73,household,0.0,0.0,1.0,1.0,2.01200023976e+12,3.0,1.0,1.0,3.0,118
73,4013010101,74,household,0.0,0.0,1.0,1.0,2.01200024334e+12,5.0,2.0,2.0,5.0,129
74,4013010101,75,household,0.0,0.0,1.0,1.0,2.01200024829e+12,2.0,1.0,1.0,2.0,125
75,4013010101,76,household,0.0,0.0,1.0,1.0,2.01200024876e+12,3.0,4.0,4.0,3.0,208
76,4013010101,77,household,0.0,0.0,1.0,1.0,2.01200025544e+12,5.0,4.0,4.0,5.0,120
77,4013010101,78,household,0.0,0.0,1.0,1.0,2.01200025624e+12,5.0,2.0,2.0,5.0,204
78,4013010101,79,household,0.0,0.0,1.0,1.0,2.01200026073e+12,5.0,2.0,2.0,5.0,110
79,4013010101,80,household,0.0,0.0,1.0,1.0,2.01200026785e+12,5.0,4.0,4.0,5.0,205
80,4013010101,81,household,0.0,0.0,1.0,1.0,2.0120002746e+12,4.0,1.0,1.0,4.0,130
81,4013010101,82,household,0.0,0.0,1.0,1.0,2.01200027612e+12,4.0,4.0,4.0,4.0,101
82,4013010101,83,household,0.0,0.0,1.0,1.0,2.01200027898e+12,4.0,2.0,2.0,4.0,104
83,4013010101,84,household,0.0,0.0,1.0,1.0,2.01200028e+12,4.0,2.0,2.0,4.0,900
84,4013010101,85,household,0.0,0.0,1.0,1.0,2.0120002869e+12,3.0,5.0,5.0,3.0,125
85,4013010101,86,household,0.0,0.0,1.0,1.0,2.01200029541e+12,3.0,2.0,2.0,3.0,109
86,4013010101,87,household,0.0,0.0,1.0,1.0,2.01200030101e+12,5.0,1.0,1.0,5.0,131
87,4013010101,88,household,0.0,0.0,1.0,1.0,2.01200030404e+12,4.0,2.0,2.0,4.0,900
88,4013010101,89,household,0.0,0.0,1.0,1.0,2.01200030846e+12,3.0,2.0,2.0,3.0,500
89,4013010101,90,household,0.0,0.0,1.0,1.0,2.01200031028e+12,5.0,2.0,2.0,5.0,500
90,4013010101,91,household,0.0,0.0,1.0,1.0,2.01200031563e+12,3.0,1.0,1.0,3.0,103
91,4013010101,92,household,0.0,0.0,1.0,1.0,2.01200032045e+12,5.0,2.0,2.0,5.0,112
92,4013010101,93,household,0.0,0.0,1.0,1.0,2.01200032142e+12,5.0,2.0,2.0,5.0,205
93,4013010101,94,household,0.0,0.0,1.0,1.0,2.01200032158e+12,3.0,4.0,4.0,3.0,500
94,4013010101,95,household,0.0,0.0,1.0,1.0,2.01200032337e+12,3.0,2.0,2.0,3.0,131
95,4013010101,96,household,0.0,0.0,1.0,1.0,2.0120003283e+12,5.0,1.0,1.0,5.0,134
96,4013010101,97,household,0.0,0.0,1.0,1.0,2.01200033328e+12,3.0,3.0,3.0,3.0,202
97,4013010101,98,household,0.0,0.0,1.0,1.0,2.01200033415e+12,3.0,2.0,2.0,3.0,107
98,4013010101,99,household,0.0,0.0,1.0,1.0,2.01200033657e+12,4.0,2.0,2.0,4.0,202
99,4013010101,100,household,0.0,0.0,1.0,1.0,2.01200033733e+12,3.0,2.0,2.0,3.0,128
100,4013010101,101,household,0.0,0.0,1.0,1.0,2.01200033868e+12,5.0,3.0,3.0,5.0,805
101,4013010101,102,household,0.0,0.0,1.0,1.0,2.01200034258e+12,5.0,2.0,2.0,5.0,116
102,4013010101,103,household,0.0,0.0,1.0,1.0,2.01200034348e+12,3.0,1.0,1.0,3.0,202
103,4013010101,104,household,0.0,0.0,1.0,1.0,2.01200034354e+12,3.0,2.0,2.0,3.0,102
104,4013010101,105,household,0.0,0.0,1.0,1.0,2.01200034398e+12,5.0,2.0,2.0,5.0,700
105,4013010101,106,household,0.0,0.0,1.0,1.0,2.01200034576e+12,3.0,3.0,3.0,3.0,133
106,4013010101,107,household,0.0,0.0,1.0,1.0,2.01200034793e+12,2.0,2.0,2.0,2.0,700
107,4013010101,108,household,0.0,0.0,1.0,1.0,2.01200035216e+12,5.0,2.0,2.0,5.0,805
108,4013010101,109,household,0.0,0.0,1.0,1.0,2.01200035524e+12,3.0,2.0,2.0,3.0,101
109,4013010101,110,household,0.0,0.0,1.0,1.0,2.01200037392e+12,3.0,2.0,2.0,3.0,125
110,4013010101,111,household,0.0,0.0,1.0,1.0,2.01200037617e+12,5.0,5.0,5.0,5.0,206
111,4013010101,112,household,0.0,0.0,1.0,1.0,2.01200037802e+12,3.0,1.0,1.0,3.0,131
112,4013010101,113,household,0.0,0.0,1.0,1.0,2.01200038373e+12,4.0,2.0,2.0,4.0,104
113,4013010101,114,household,0.0,0.0,1.0,1.0,2.01200038579e+12,5.0,2.0,2.0,5.0,129
114,4013010101,115,household,0.0,0.0,1.0,1.0,2.01200039019e+12,4.0,1.0,1.0,4.0,204
115,4013010101,116,household,0.0,0.0,1.0,1.0,2.01200039684e+12,5.0,5.0,5.0,5.0,800
116,4013010101,117,household,0.0,0.0,1.0,1.0,2.01200039817e+12,3.0,2.0,2.0,3.0,105
117,4013010101,118,household,0.0,0.0,1.0,1.0,2.01200040146e+12,2.0,7.0,7.0,2.0,400
118,4013010101,119,household,0.0,0.0,1.0,1.0,2.01200040185e+12,5.0,3.0,3.0,5.0,104
119,4013010101,120,household,0.0,0.0,1.0,1.0,2.01200040672e+12,5.0,2.0,2.0,5.0,111
120,4013010101,121,household,0.0,0.0,1.0,1.0,2.01200041746e+12,4.0,2.0,2.0,4.0,803
121,4013010101,122,household,0.0,0.0,1.0,1.0,2.01200041768e+12,3.0,2.0,2.0,3.0,300
122,4013010101,123,household,0.0,0.0,1.0,1.0,2.0120004221e+12,5.0,1.0,1.0,5.0,113
123,4013010101,124,household,0.0,0.0,1.0,1.0,2.01200042325e+12,5.0,2.0,2.0,5.0,112
124,4013010101,125,household,0.0,0.0,1.0,1.0,2.01200042581e+12,2.0,1.0,1.0,2.0,206
125,4013010101,126,household,0.0,0.0,1.0,1.0,2.0120004281e+12,3.0,2.0,2.0,3.0,600
126,4013010101,127,household,0.0,0.0,1.0,1.0,2.01200042835e+12,5.0,2.0,2.0,5.0,102
127,4013010101,128,household,0.0,0.0,1.0,1.0,2.01200043368e+12,5.0,2.0,2.0,5.0,128
128,4013010101,129,household,0.0,0.0,1.0,1.0,2.01200043428e+12,5.0,2.0,2.0,5.0,107
129,4013010101,130,household,0.0,0.0,1.0,1.0,2.01200044363e+12,1.0,1.0,1.0,1.0,103
130,4013010101,131,household,0.0,0.0,1.0,1.0,2.0120004468e+12,5.0,2.0,2.0,5.0,205
131,4013010101,132,household,0.0,0.0,1.0,1.0,2.01200045637e+12,2.0,2.0,2.0,2.0,206
132,4013010101,133,household,0.0,0.0,1.0,1.0,2.01200046107e+12,4.0,1.0,1.0,4.0,130
133,4013010101,134,household,0.0,0.0,1.0,1.0,2.01200046154e+12,4.0,2.0,2.0,4.0,100
134,4013010101,135,household,0.0,0.0,1.0,1.0,2.01200046727e+12,5.0,1.0,1.0,5.0,105
135,4013010101,136,household,0.0,0.0,1.0,1.0,2.01200046754e+12,5.0,2.0,2.0,5.0,112
136,4013010101,137,household,0.0,0.0,1.0,1.0,2.01200047144e+12,5.0,2.0,2.0,5.0,112
137,4013010101,138,household,0.0,0.0,1.0,1.0,2.01200047148e+12,3.0,2.0,2.0,3.0,109
138,4013010101,139,household,0.0,0.0,1.0,1.0,2.01200047789e+12,3.0,2.0,2.0,3.0,130
139,4013010101,140,household,0.0,0.0,1.0,1.0,2.01200047849e+12,5.0,2.0,2.0,5.0,108
140,4013010101,141,household,0.0,0.0,1.0,1.0,2.01200048704e+12,3.0,2.0,2.0,3.0,127
141,4013010101,142,household,0.0,0.0,1.0,1.0,2.01200048783e+12,5.0,5.0,5.0,5.0,205
142,4013010101,143,household,0.0,0.0,1.0,1.0,2.01200048985e+12,5.0,1.0,1.0,5.0,112
143,4013010101,144,household,0.0,0.0,1.0,1.0,2.01200049245e+12,5.0,2.0,2.0,5.0,105
144,4013010101,145,household,0.0,0.0,1.0,1.0,2.01200049428e+12,5.0,2.0,2.0,5.0,600
145,4013010101,146,household,0.0,0.0,1.0,1.0,2.01200049472e+12,5.0,2.0,2.0,5.0,115
146,4013010101,147,household,0.0,0.0,1.0,1.0,2.0120004975e+12,3.0,2.0,2.0,3.0,600
147,4013010101,148,household,0.0,0.0,1.0,1.0,2.01200050191e+12,5.0,4.0,4.0,5.0,126
148,4013010101,149,household,0.0,0.0,1.0,1.0,2.01200050393e+12,4.0,2.0,2.0,4.0,600
149,4013010101,150,household,0.0,0.0,1.0,1.0,2.0120005066e+12,5.0,2.0,2.0,5.0,300
150,4013010101,151,household,0.0,0.0,1.0,1.0,2.01200051167e+12,5.0,2.0,2.0,5.0,206
151,4013010101,152,household,0.0,0.0,1.0,1.0,2.01200051928e+12,3.0,2.0,2.0,3.0,131
152,4013010101,153,household,0.0,0.0,1.0,1.0,2.01200052166e+12,3.0,2.0,2.0,3.0,123
153,4013010101,154,household,0.0,0.0,1.0,1.0,2.01200052203e+12,4.0,2.0,2.0,4.0,106
154,4013010101,155,household,0.0,0.0,1.0,1.0,2.0120005229e+12,2.0,2.0,2.0,2.0,101
155,4013010101,156,household,0.0,0.0,1.0,1.0,2.01200052656e+12,2.0,2.0,2.0,2.0,130
156,4013010101,157,household,0.0,0.0,1.0,1.0,2.01200053256e+12,5.0,2.0,2.0,5.0,300
157,4013010101,158,household,0.0,0.0,1.0,1.0,2.01200053461e+12,3.0,1.0,1.0,3.0,209
158,4013010101,159,household,0.0,0.0,1.0,1.0,2.01200053805e+12,3.0,6.0,6.0,3.0,100
159,4013010101,160,household,0.0,0.0,1.0,1.0,2.01200054128e+12,3.0,3.0,3.0,3.0,205
160,4013010101,161,household,0.0,0.0,1.0,1.0,2.01200054286e+12,3.0,1.0,1.0,3.0,127
161,4013010101,162,household,0.0,0.0,1.0,1.0,2.0120005433e+12,3.0,3.0,3.0,3.0,101
162,4013010101,163,household,0.0,0.0,1.0,1.0,2.01200054769e+12,4.0,2.0,2.0,4.0,800
163,4013010101,164,household,0.0,0.0,1.0,1.0,2.0120005478e+12,5.0,3.0,3.0,5.0,111
164,4013010101,165,household,0.0,0.0,1.0,1.0,2.01200054825e+12,3.0,7.0,7.0,3.0,121
165,4013010101,166,household,0.0,0.0,1.0,1.0,2.01200054923e+12,5.0,4.0,4.0,5.0,107
166,4013010101,167,household,0.0,0.0,1.0,1.0,2.01200055587e+12,5.0,2.0,2.0,5.0,127
167,4013010101,168,household,0.0,0.0,1.0,1.0,2.01200057159e+12,5.0,5.0,5.0,5.0,400
168,4013010101,169,household,0.0,0.0,1.0,1.0,2.01200057917e+12,5.0,2.0,2.0,5.0,126
169,4013010101,170,household,0.0,0.0,1.0,1.0,2.01200058352e+12,4.0,1.0,1.0,4.0,204
170,4013010101,171,household,0.0,0.0,1.0,1.0,2.01200059089e+12,4.0,2.0,2.0,4.0,131
171,4013010101,172,household,0.0,0.0,1.0,1.0,2.01200059115e+12,2.0,2.0,2.0,2.0,124
172,4013010101,173,household,0.0,0.0,1.0,1.0,2.01200060676e+12,5.0,2.0,2.0,5.0,102
173,4013010101,174,household,0.0,0.0,1.0,1.0,2.01200060754e+12,5.0,2.0,2.0,5.0,500
174,4013010101,175,household,0.0,0.0,1.0,1.0,2.01200060754e+12,5.0,2.0,2.0,5.0,500
175,4013010101,176,household,0.0,0.0,1.0,1.0,2.01200060897e+12,3.0,2.0,2.0,3.0,107
176,4013010101,177,household,0.0,0.0,1.0,1.0,2.01200061012e+12,5.0,2.0,2.0,5.0,111
177,4013010101,178,household,0.0,0.0,1.0,1.0,2.01200061051e+12,4.0,1.0,1.0,4.0,109
178,4013010101,179,household,0.0,0.0,1.0,1.0,2.0120006154e+12,4.0,4.0,4.0,4.0,203
179,4013010101,180,household,0.0,0.0,1.0,1.0,2.01200062179e+12,3.0,1.0,1.0,3.0,807
180,4013010101,181,household,0.0,0.0,1.0,1.0,2.01200062254e+12,5.0,2.0,2.0,5.0,125
181,4013010101,182,household,0.0,0.0,1.0,1.0,2.01200062341e+12,5.0,2.0,2.0,5.0,108
182,4013010101,183,household,0.0,0.0,1.0,1.0,2.01200062382e+12,3.0,2.0,2.0,3.0,106
183,4013010101,184,household,0.0,0.0,1.0,1.0,2.01200062445e+12,5.0,1.0,1.0,5.0,129
184,4013010101,185,household,0.0,0.0,1.0,1.0,2.01200062667e+12,5.0,1.0,1.0,5.0,500
185,4013010101,186,household,0.0,0.0,1.0,1.0,2.01200063716e+12,5.0,2.0,2.0,5.0,500
186,4013010101,187,household,0.0,0.0,1.0,1.0,2.01200063741e+12,4.0,2.0,2.0,4.0,204
187,4013010101,188,household,0.0,0.0,1.0,1.0,2.01200064208e+12,5.0,3.0,3.0,5.0,100
188,4013010101,189,household,0.0,0.0,1.0,1.0,2.01200064349e+12,3.0,2.0,2.0,3.0,101
189,4013010101,190,household,0.0,0.0,1.0,1.0,2.01200064408e+12,2.0,2.0,2.0,2.0,111
190,4013010101,191,household,0.0,0.0,1.0,1.0,2.01200065011e+12,5.0,1.0,1.0,5.0,130
191,4013010101,192,household,0.0,0.0,1.0,1.0,2.0120006512e+12,5.0,3.0,3.0,5.0,900
192,4013010101,193,household,0.0,0.0,1.0,1.0,2.01200065375e+12,3.0,1.0,1.0,3.0,109
193,4013010101,194,household,0.0,0.0,1.0,1.0,2.01200065435e+12,5.0,2.0,2.0,5.0,107
194,4013010101,195,household,0.0,0.0,1.0,1.0,2.01200065687e+12,5.0,1.0,1.0,5.0,110
195,4013010101,196,household,0.0,0.0,1.0,1.0,2.0120006599e+12,5.0,3.0,3.0,5.0,100
196,4013010101,197,household,0.0,0.0,1.0,1.0,2.01200066433e+12,2.0,1.0,1.0,2.0,500
197,4013010101,198,household,0.0,0.0,1.0,1.0,2.01200066679e+12,5.0,2.0,2.0,5.0,129
198,4013010101,199,household,0.0,0.0,1.0,1.0,2.01200067224e+12,4.0,2.0,2.0,4.0,107
199,4013010101,200,household,0.0,0.0,1.0,1.0,2.01200068353e+12,5.0,4.0,4.0,5.0,202
200,4013010101,201,household,0.0,0.0,1.0,1.0,2.01200068512e+12,3.0,7.0,7.0,3.0,300
201,4013010101,202,household,0.0,0.0,1.0,1.0,2.01200069073e+12,3.0,3.0,3.0,3.0,120
202,4013010101,203,household,0.0,0.0,1.0,1.0,2.01200070475e+12,3.0,2.0,2.0,3.0,807
203,4013010101,204,household,0.0,0.0,1.0,1.0,2.01200070713e+12,3.0,1.0,1.0,3.0,202
204,4013010101,205,household,0.0,0.0,1.0,1.0,2.01200071324e+12,2.0,2.0,2.0,2.0,129
205,4013010101,206,household,0.0,0.0,1.0,1.0,2.01200071814e+12,5.0,1.0,1.0,5.0,117
206,4013010101,207,household,0.0,0.0,1.0,1.0,2.01200072565e+12,4.0,2.0,2.0,4.0,131
207,4013010101,208,household,0.0,0.0,1.0,1.0,2.01200073053e+12,5.0,2.0,2.0,5.0,700
208,4013010101,209,household,0.0,0.0,1.0,1.0,2.012000734e+12,2.0,1.0,1.0,2.0,122
209,4013010101,210,household,0.0,0.0,1.0,1.0,2.01200074652e+12,3.0,1.0,1.0,3.0,104
210,4013010101,211,household,0.0,0.0,1.0,1.0,2.01200074797e+12,3.0,1.0,1.0,3.0,203
211,4013010101,212,household,0.0,0.0,1.0,1.0,2.0120007485e+12,3.0,2.0,2.0,3.0,131
212,4013010101,213,household,0.0,0.0,1.0,1.0,2.01200074862e+12,3.0,1.0,1.0,3.0,107
213,4013010101,214,household,0.0,0.0,1.0,1.0,2.01200075907e+12,3.0,2.0,2.0,3.0,131
214,4013010101,215,household,0.0,0.0,1.0,1.0,2.01200076655e+12,4.0,2.0,2.0,4.0,129
215,4013010101,216,household,0.0,0.0,1.0,1.0,2.01200076803e+12,3.0,2.0,2.0,3.0,203
216,4013010101,217,household,0.0,0.0,1.0,1.0,2.01200077314e+12,5.0,2.0,2.0,5.0,900
217,4013010101,218,household,0.0,0.0,1.0,1.0,2.01200077862e+12,3.0,1.0,1.0,3.0,132
218,4013010101,219,household,0.0,0.0,1.0,1.0,2.01200078177e+12,5.0,2.0,2.0,5.0,700
219,4013010101,220,household,0.0,0.0,1.0,1.0,2.01200078177e+12,5.0,2.0,2.0,5.0,700
220,4013010101,221,household,0.0,0.0,1.0,1.0,2.01200079616e+12,5.0,2.0,2.0,5.0,126
221,4013010101,222,household,0.0,0.0,1.0,1.0,2.01200079767e+12,5.0,2.0,2.0,5.0,131
222,4013010101,223,household,0.0,0.0,1.0,1.0,2.01200080402e+12,2.0,2.0,2.0,2.0,300
223,4013010101,224,household,0.0,0.0,1.0,1.0,2.01200080543e+12,5.0,1.0,1.0,5.0,803
224,4013010101,225,household,0.0,0.0,1.0,1.0,2.01200080667e+12,4.0,1.0,1.0,4.0,109
225,4013010101,226,household,0.0,0.0,1.0,1.0,2.01200080792e+12,3.0,2.0,2.0,3.0,129
226,4013010101,227,household,0.0,0.0,1.0,1.0,2.01200080798e+12,3.0,4.0,4.0,3.0,105
227,4013010101,228,household,0.0,0.0,1.0,1.0,2.0120008093e+12,2.0,1.0,1.0,2.0,700
228,4013010101,229,household,0.0,0.0,1.0,1.0,2.01200081311e+12,2.0,1.0,1.0,2.0,102
229,4013010101,230,household,0.0,0.0,1.0,1.0,2.01200081413e+12,2.0,2.0,2.0,2.0,102
230,4013010101,231,household,0.0,0.0,1.0,1.0,2.01200082098e+12,5.0,1.0,1.0,5.0,204
231,4013010101,232,household,0.0,0.0,1.0,1.0,2.01200082334e+12,5.0,6.0,6.0,5.0,101
232,4013010101,233,household,0.0,0.0,1.0,1.0,2.01200082449e+12,5.0,1.0,1.0,5.0,203
233,4013010101,234,household,0.0,0.0,1.0,1.0,2.01200082476e+12,3.0,2.0,2.0,3.0,208
234,4013010101,235,household,0.0,0.0,1.0,1.0,2.01200083349e+12,3.0,4.0,4.0,3.0,201
235,4013010101,236,household,0.0,0.0,1.0,1.0,2.0120008384e+12,2.0,5.0,5.0,2.0,208
236,4013010101,237,household,0.0,0.0,1.0,1.0,2.01200084472e+12,2.0,3.0,3.0,2.0,124
237,4013010101,238,household,0.0,0.0,1.0,1.0,2.01200085213e+12,5.0,2.0,2.0,5.0,600
238,4013010101,239,household,0.0,0.0,1.0,1.0,2.01200085252e+12,5.0,4.0,4.0,5.0,900
239,4013010101,240,household,0.0,0.0,1.0,1.0,2.01200085743e+12,5.0,3.0,3.0,5.0,111
240,4013010101,241,household,0.0,0.0,1.0,1.0,2.01200086371e+12,3.0,2.0,2.0,3.0,201
241,4013010101,242,household,0.0,0.0,1.0,1.0,2.01200086811e+12,3.0,2.0,2.0,3.0,106
242,4013010101,243,household,0.0,0.0,1.0,1.0,2.01200086938e+12,2.0,1.0,1.0,2.0,201
243,4013010101,244,household,0.0,0.0,1.0,1.0,2.01200086949e+12,5.0,2.0,2.0,5.0,807
244,4013010101,245,household,0.0,0.0,1.0,1.0,2.01200087362e+12,1.0,2.0,2.0,1.0,101
245,4013010101,246,household,0.0,0.0,1.0,1.0,2.01200087512e+12,3.0,3.0,3.0,3.0,800
246,4013010101,247,household,0.0,0.0,1.0,1.0,2.0120008804e+12,5.0,3.0,3.0,5.0,112
247,4013010101,248,household,0.0,0.0,1.0,1.0,2.01200088402e+12,4.0,1.0,1.0,4.0,133
248,4013010101,249,household,0.0,0.0,1.0,1.0,2.01200088673e+12,5.0,1.0,1.0,5.0,807
249,4013010101,250,household,0.0,0.0,1.0,1.0,2.0120008955e+12,5.0,3.0,3.0,5.0,600
250,4013010101,251,household,0.0,0.0,1.0,1.0,2.01200089712e+12,4.0,2.0,2.0,4.0,600
