unique_person_id,geo,unique_id_in_geo,pid,sample_geo,ptotals,rptotals,empl,rempl,page,rpage,psex,rpsex,hid,entity
83,4013010101,38,1,203,1,1,3,3,9,9,1,1,2.01200012011e+12,person
84,4013010101,38,2,203,1,1,3,3,9,9,2,2,2.01200012011e+12,person
85,4013010101,39,1,120,1,1,1,1,8,8,1,1,2.01200012013e+12,person
86,4013010101,40,1,109,1,1,1,1,7,7,2,2,2.01200012402e+12,person
87,4013010101,40,2,109,1,1,4,4,2,2,2,2,2.01200012402e+12,person
88,4013010101,40,3,109,1,1,3,3,9,9,2,2,2.01200012402e+12,person
89,4013010101,40,4,109,1,1,4,4,1,1,2,2,2.01200012402e+12,person
90,4013010101,40,5,109,1,1,1,1,7,7,1,1,2.01200012402e+12,person
91,4013010101,41,1,127,1,1,1,1,6,6,1,1,2.01200012542e+12,person
92,4013010101,41,2,127,1,1,3,3,6,6,2,2,2.01200012542e+12,person
93,4013010101,41,3,127,1,1,4,4,2,2,2,2,2.01200012542e+12,person
94,4013010101,41,4,127,1,1,4,4,2,2,2,2,2.01200012542e+12,person
95,4013010101,42,1,201,1,1,1,1,6,6,1,1,2.0120001343e+12,person
96,4013010101,42,2,201,1,1,1,1,5,5,2,2,2.0120001343e+12,person
97,4013010101,42,3,201,1,1,4,4,2,2,2,2,2.0120001343e+12,person
98,4013010101,42,4,201,1,1,4,4,2,2,2,2,2.0120001343e+12,person
99,4013010101,42,5,201,1,1,4,4,1,1,2,2,2.0120001343e+12,person
100,4013010101,43,1,500,1,1,3,3,10,10,1,1,2.01200013472e+12,person
101,4013010101,43,2,500,1,1,3,3,10,10,2,2,2.01200013472e+12,person
102,4013010101,44,1,110,1,1,1,1,9,9,1,1,2.01200013514e+12,person
103,4013010101,44,2,110,1,1,3,3,9,9,2,2,2.01200013514e+12,person
104,4013010101,45,1,112,1,1,3,3,10,10,1,1,2.01200013869e+12,person
105,4013010101,45,2,112,1,1,1,1,7,7,1,1,2.01200013869e+12,person
106,4013010101,46,1,116,1,1,1,1,6,6,2,2,2.01200014409e+12,person
107,4013010101,46,2,116,1,1,1,1,6,6,1,1,2.01200014409e+12,person
108,4013010101,47,1,209,1,1,3,3,9,9,1,1,2.01200015729e+12,person
109,4013010101,47,2,209,1,1,1,1,7,7,2,2,2.01200015729e+12,person
110,4013010101,47,3,209,1,1,3,3,10,10,1,1,2.01200015729e+12,person
111,4013010101,47,4,209,1,1,3,3,9,9,2,2,2.01200015729e+12,person
112,4013010101,48,1,500,1,1,1,1,8,8,1,1,2.01200015763e+12,person
113,4013010101,48,2,500,1,1,1,1,9,9,2,2,2.01200015763e+12,person
114,4013010101,49,1,201,1,1,3,3,9,9,2,2,2.01200015836e+12,person
115,4013010101,49,2,201,1,1,3,3,10,10,1,1,2.01200015836e+12,person
116,4013010101,49,3,201,1,1,1,1,9,9,1,1,2.01200015836e+12,person
117,4013010101,50,1,204,1,1,1,1,6,6,1,1,2.01200016552e+12,person
118,4013010101,50,2,204,1,1,3,3,6,6,2,2,2.01200016552e+12,person
119,4013010101,50,3,204,1,1,3,3,8,8,2,2,2.01200016552e+12,person
120,4013010101,50,4,204,1,1,3,3,3,3,2,2,2.01200016552e+12,person
121,4013010101,51,1,205,1,1,1,1,5,5,1,1,2.01200016752e+12,person
122,4013010101,51,2,205,1,1,4,4,1,1,1,1,2.01200016752e+12,person
123,4013010101,52,1,300,1,1,1,1,7,7,2,2,2.01200017866e+12,person
124,4013010101,52,2,300,1,1,1,1,7,7,1,1,2.01200017866e+12,person
125,4013010101,53,1,500,1,1,3,3,10,10,2,2,2.01200018019e+12,person
126,4013010101,53,2,500,1,1,3,3,10,10,1,1,2.01200018019e+12,person
127,4013010101,54,1,110,1,1,3,3,7,7,2,2,2.01200018308e+12,person
128,4013010101,54,2,110,1,1,3,3,7,7,2,2,2.01200018308e+12,person
129,4013010101,55,1,110,1,1,1,1,9,9,1,1,2.01200018528e+12,person
130,4013010101,55,2,110,1,1,1,1,8,8,2,2,2.01200018528e+12,person
131,4013010101,56,1,134,1,1,1,1,5,5,2,2,2.0120001872e+12,person
132,4013010101,57,1,118,1,1,3,3,3,3,2,2,2.01200019164e+12,person
133,4013010101,57,2,118,1,1,4,4,1,1,2,2,2.01200019164e+12,person
134,4013010101,57,3,118,1,1,4,4,1,1,1,1,2.01200019164e+12,person
135,4013010101,58,1,105,1,1,1,1,8,8,1,1,2.01200019648e+12,person
136,4013010101,58,2,105,1,1,1,1,7,7,2,2,2.01200019648e+12,person
137,4013010101,59,1,107,1,1,3,3,9,9,1,1,2.01200019788e+12,person
138,4013010101,59,2,107,1,1,3,3,9,9,2,2,2.01200019788e+12,person
139,4013010101,60,1,128,1,1,1,1,6,6,1,1,2.01200020644e+12,person
140,4013010101,60,2,128,1,1,1,1,5,5,2,2,2.01200020644e+12,person
141,4013010101,61,1,115,1,1,3,3,9,9,1,1,2.01200020862e+12,person
142,4013010101,61,2,115,1,1,3,3,10,10,2,2,2.01200020862e+12,person
143,4013010101,62,1,126,1,1,3,3,10,10,1,1,2.01200020870e+12,person
144,4013010101,62,2,126,1,1,3,3,10,10,2,2,2.01200020870e+12,person
145,4013010101,63,1,100,1,1,1,1,6,6,1,1,2.01200021404e+12,person
146,4013010101,63,2,100,1,1,1,1,6,6,1,1,2.01200021404e+12,person
147,4013010101,64,1,207,1,1,3,3,8,8,2,2,2.01200021557e+12,person
148,4013010101,65,1,300,1,1,3,3,6,6,2,2,2.01200021931e+12,person
149,4013010101,65,2,300,1,1,3,3,7,7,1,1,2.01200021931e+12,person
150,4013010101,66,1,300,1,1,3,3,6,6,2,2,2.01200021931e+12,person
151,4013010101,66,2,300,1,1,3,3,7,7,1,1,2.01200021931e+12,person
152,4013010101,67,1,108,1,1,1,1,9,9,1,1,2.0120002224e+12,person
153,4013010101,67,2,108,1,1,3,3,9,9,2,2,2.0120002224e+12,person
154,4013010101,68,1,700,1,1,1,1,8,8,1,1,2.01200022334e+12,person
155,4013010101,68,2,700,1,1,1,1,8,8,2,2,2.01200022334e+12,person
156,4013010101,69,1,206,1,1,3,3,9,9,1,1,2.0120002253e+12,person
157,4013010101,70,1,205,1,1,1,1,7,7,1,1,2.01200023074e+12,person
158,4013010101,70,2,205,1,1,3,3,7,7,2,2,2.01200023074e+12,person
159,4013010101,70,3,205,1,1,4,4,2,2,1,1,2.01200023074e+12,person
160,4013010101,70,4,205,1,1,4,4,2,2,2,2,2.01200023074e+12,person
161,4013010101,71,1,400,1,1,1,1,7,7,2,2,2.01200023358e+12,person
162,4013010101,71,2,400,1,1,3,3,7,7,1,1,2.01200023358e+12,person
163,4013010101,72,1,803,1,1,3,3,9,9,1,1,2.01200023512e+12,person
164,4013010101,72,2,803,1,1,3,3,10,10,2,2,2.01200023512e+12,person
165,4013010101,73,1,118,1,1,1,1,7,7,1,1,2.01200023976e+12,person
166,4013010101,74,1,129,1,1,3,3,9,9,1,1,2.01200024334e+12,person
167,4013010101,74,2,129,1,1,3,3,9,9,2,2,2.01200024334e+12,person
168,4013010101,75,1,125,1,1,2,2,9,9,2,2,2.01200024829e+12,person
169,4013010101,76,1,208,1,1,1,1,6,6,1,1,2.01200024876e+12,person
170,4013010101,76,2,208,1,1,4,4,2,2,1,1,2.01200024876e+12,person
171,4013010101,76,3,208,1,1,4,4,1,1,2,2,2.01200024876e+12,person
172,4013010101,76,4,208,1,1,1,1,5,5,2,2,2.01200024876e+12,person
173,4013010101,77,1,120,1,1,1,1,6,6,1,1,2.01200025544e+12,person
174,4013010101,77,2,120,1,1,3,3,5,5,2,2,2.01200025544e+12,person
175,4013010101,77,3,120,1,1,4,4,1,1,1,1,2.01200025544e+12,person
176,4013010101,77,4,120,1,1,4,4,1,1,1,1,2.01200025544e+12,person
177,4013010101,78,1,204,1,1,3,3,8,8,2,2,2.01200025624e+12,person
178,4013010101,78,2,204,1,1,1,1,9,9,1,1,2.01200025624e+12,person
179,4013010101,79,1,110,1,1,3,3,10,10,1,1,2.01200026073e+12,person
180,4013010101,79,2,110,1,1,3,3,10,10,2,2,2.01200026073e+12,person
181,4013010101,80,1,205,1,1,1,1,5,5,1,1,2.01200026785e+12,person
182,4013010101,80,2,205,1,1,1,1,5,5,2,2,2.01200026785e+12,person
183,4013010101,80,3,205,1,1,4,4,1,1,2,2,2.01200026785e+12,person
184,4013010101,80,4,205,1,1,4,4,1,1,1,1,2.01200026785e+12,person
185,4013010101,81,1,130,1,1,3,3,10,10,2,2,2.0120002746e+12,person
186,4013010101,82,1,101,1,1,1,1,7,7,1,1,2.01200027612e+12,person
187,4013010101,82,2,101,1,1,3,3,3,3,1,1,2.01200027612e+12,person
188,4013010101,82,3,101,1,1,3,3,3,3,1,1,2.01200027612e+12,person
189,4013010101,82,4,101,1,1,4,4,2,2,1,1,2.01200027612e+12,person
190,4013010101,83,1,104,1,1,3,3,10,10,1,1,2.01200027898e+12,person
191,4013010101,83,2,104,1,1,3,3,10,10,2,2,2.01200027898e+12,person
192,4013010101,84,1,900,1,1,3,3,10,10,1,1,2.01200028e+12,person
193,4013010101,84,2,900,1,1,3,3,8,8,2,2,2.01200028e+12,person
194,4013010101,85,1,125,1,1,3,3,6,6,2,2,2.0120002869e+12,person
195,4013010101,85,2,125,1,1,1,1,6,6,1,1,2.0120002869e+12,person
196,4013010101,85,3,125,1,1,3,3,4,4,1,1,2.0120002869e+12,person
197,4013010101,85,4,125,1,1,4,4,2,2,2,2,2.0120002869e+12,person
198,4013010101,85,5,125,1,1,4,4,2,2,1,1,2.0120002869e+12,person
199,4013010101,86,1,109,1,1,1,1,7,7,1,1,2.01200029541e+12,person
200,4013010101,86,2,109,1,1,3,3,10,10,2,2,2.01200029541e+12,person
201,4013010101,87,1,131,1,1,1,1,5,5,1,1,2.01200030101e+12,person
202,4013010101,88,1,900,1,1,3,3,8,8,1,1,2.01200030404e+12,person
203,4013010101,88,2,900,1,1,1,1,8,8,2,2,2.01200030404e+12,person
204,4013010101,89,1,500,1,1,1,1,6,6,1,1,2.01200030846e+12,person
205,4013010101,89,2,500,1,1,3,3,7,7,2,2,2.01200030846e+12,person
206,4013010101,90,1,500,1,1,3,3,9,9,1,1,2.01200031028e+12,person
207,4013010101,90,2,500,1,1,3,3,8,8,2,2,2.01200031028e+12,person
208,4013010101,91,1,103,1,1,1,1,9,9,1,1,2.01200031563e+12,person
209,4013010101,92,1,112,1,1,3,3,9,9,1,1,2.01200032045e+12,person
210,4013010101,92,2,112,1,1,3,3,9,9,2,2,2.01200032045e+12,person
211,4013010101,93,1,205,1,1,1,1,7,7,1,1,2.01200032142e+12,person
212,4013010101,93,2,205,1,1,3,3,7,7,2,2,2.01200032142e+12,person
213,4013010101,94,1,500,1,1,1,1,6,6,2,2,2.01200032158e+12,person
214,4013010101,94,2,500,1,1,1,1,7,7,1,1,2.01200032158e+12,person
215,4013010101,94,3,500,1,1,3,3,3,3,1,1,2.01200032158e+12,person
216,4013010101,94,4,500,1,1,3,3,3,3,2,2,2.01200032158e+12,person
217,4013010101,95,1,131,1,1,3,3,10,10,1,1,2.01200032337e+12,person
218,4013010101,95,2,131,1,1,3,3,9,9,2,2,2.01200032337e+12,person
219,4013010101,96,1,134,1,1,3,3,9,9,1,1,2.0120003283e+12,person
220,4013010101,97,1,202,1,1,3,3,9,9,2,2,2.01200033328e+12,person
221,4013010101,97,2,202,1,1,1,1,10,10,1,1,2.01200033328e+12,person
222,4013010101,97,3,202,1,1,3,3,10,10,2,2,2.01200033328e+12,person
223,4013010101,98,1,107,1,1,3,3,10,10,1,1,2.01200033415e+12,person
224,4013010101,98,2,107,1,1,3,3,10,10,2,2,2.01200033415e+12,person
225,4013010101,99,1,202,1,1,1,1,8,8,1,1,2.01200033657e+12,person
226,4013010101,99,2,202,1,1,1,1,7,7,2,2,2.01200033657e+12,person
227,4013010101,100,1,128,1,1,1,1,8,8,1,1,2.01200033733e+12,person
228,4013010101,100,2,128,1,1,1,1,9,9,1,1,2.01200033733e+12,person
229,4013010101,101,1,805,1,1,3,3,9,9,1,1,2.01200033868e+12,person
230,4013010101,101,2,805,1,1,3,3,9,9,2,2,2.01200033868e+12,person
231,4013010101,101,3,805,1,1,3,3,10,10,2,2,2.01200033868e+12,person
232,4013010101,102,1,116,1,1,3,3,9,9,1,1,2.01200034258e+12,person
233,4013010101,102,2,116,1,1,3,3,8,8,2,2,2.01200034258e+12,person
234,4013010101,103,1,202,1,1,1,1,9,9,2,2,2.01200034348e+12,person
235,4013010101,104,1,102,1,1,1,1,8,8,1,1,2.01200034354e+12,person
236,4013010101,104,2,102,1,1,3,3,7,7,2,2,2.01200034354e+12,person
237,4013010101,105,1,700,1,1,3,3,10,10,1,1,2.01200034398e+12,person
238,4013010101,105,2,700,1,1,3,3,10,10,2,2,2.01200034398e+12,person
239,4013010101,106,1,133,1,1,1,1,7,7,1,1,2.01200034576e+12,person
240,4013010101,106,2,133,1,1,3,3,7,7,2,2,2.01200034576e+12,person
241,4013010101,106,3,133,1,1,1,1,3,3,1,1,2.01200034576e+12,person
242,4013010101,107,1,700,1,1,3,3,9,9,1,1,2.01200034793e+12,person
243,4013010101,107,2,700,1,1,3,3,7,7,2,2,2.01200034793e+12,person
244,4013010101,108,1,805,1,1,3,3,8,8,1,1,2.01200035216e+12,person
245,4013010101,108,2,805,1,1,3,3,9,9,2,2,2.01200035216e+12,person
246,4013010101,109,1,101,1,1,3,3,9,9,2,2,2.01200035524e+12,person
247,4013010101,109,2,101,1,1,3,3,9,9,1,1,2.01200035524e+12,person
248,4013010101,110,1,125,1,1,3,3,9,9,1,1,2.01200037392e+12,person
249,4013010101,110,2,125,1,1,3,3,9,9,2,2,2.01200037392e+12,person
250,4013010101,111,1,206,1,1,1,1,6,6,1,1,2.01200037617e+12,person
251,4013010101,111,2,206,1,1,3,3,5,5,2,2,2.01200037617e+12,person
252,4013010101,111,3,206,1,1,4,4,1,1,2,2,2.01200037617e+12,person
253,4013010101,111,4,206,1,1,4,4,1,1,1,1,2.01200037617e+12,person
254,4013010101,111,5,206,1,1,4,4,1,1,1,1,2.01200037617e+12,person
255,4013010101,112,1,131,1,1,3,3,9,9,2,2,2.01200037802e+12,person
256,4013010101,113,1,104,1,1,3,3,10,10,1,1,2.01200038373e+12,person
257,4013010101,113,2,104,1,1,3,3,9,9,2,2,2.01200038373e+12,person
258,4013010101,114,1,129,1,1,3,3,8,8,1,1,2.01200038579e+12,person
259,4013010101,114,2,129,1,1,1,1,8,8,2,2,2.01200038579e+12,person
260,4013010101,115,1,204,1,1,3,3,10,10,1,1,2.01200039019e+12,person
261,4013010101,116,1,800,1,1,1,1,9,9,1,1,2.01200039684e+12,person
262,4013010101,116,2,800,1,1,3,3,9,9,2,2,2.01200039684e+12,person
263,4013010101,116,3,800,1,1,1,1,6,6,2,2,2.01200039684e+12,person
264,4013010101,116,4,800,1,1,4,4,2,2,1,1,2.01200039684e+12,person
265,4013010101,116,5,800,1,1,4,4,1,1,2,2,2.01200039684e+12,person
266,4013010101,117,1,105,1,1,3,3,9,9,2,2,2.01200039817e+12,person
267,4013010101,117,2,105,1,1,3,3,10,10,2,2,2.01200039817e+12,person
268,4013010101,118,1,400,1,1,3,3,6,6,2,2,2.01200040146e+12,person
269,4013010101,118,2,400,1,1,3,3,6,6,1,1,2.01200040146e+12,person
270,4013010101,118,3,400,1,1,4,4,2,2,2,2,2.01200040146e+12,person
271,4013010101,118,4,400,1,1,4,4,2,2,2,2,2.01200040146e+12,person
272,4013010101,118,5,400,1,1,4,4,2,2,1,1,2.01200040146e+12,person
273,4013010101,118,6,400,1,1,4,4,2,2,2,2,2.01200040146e+12,person
274,4013010101,118,7,400,1,1,4,4,1,1,2,2,2.01200040146e+12,person
275,4013010101,119,1,104,1,1,1,1,7,7,1,1,2.01200040185e+12,person
276,4013010101,119,2,104,1,1,1,1,7,7,2,2,2.01200040185e+12,person
277,4013010101,119,3,104,1,1,3,3,3,3,1,1,2.01200040185e+12,person
278,4013010101,120,1,111,1,1,1,1,7,7,2,2,2.01200040672e+12,person
279,4013010101,120,2,111,1,1,3,3,7,7,1,1,2.01200040672e+12,person
280,4013010101,121,1,803,1,1,3,3,9,9,1,1,2.01200041746e+12,person
281,4013010101,121,2,803,1,1,3,3,10,10,2,2,2.01200041746e+12,person
282,4013010101,122,1,300,1,1,3,3,9,9,1,1,2.01200041768e+12,person
283,4013010101,122,2,300,1,1,3,3,9,9,2,2,2.01200041768e+12,person
284,4013010101,123,1,113,1,1,1,1,8,8,1,1,2.0120004221e+12,person
285,4013010101,124,1,112,1,1,3,3,9,9,1,1,2.01200042325e+12,person
286,4013010101,124,2,112,1,1,3,3,9,9,2,2,2.01200042325e+12,person
287,4013010101,125,1,206,1,1,1,1,6,6,1,1,2.01200042581e+12,person
288,4013010101,126,1,600,1,1,3,3,10,10,2,2,2.0120004281e+12,person
289,4013010101,126,2,600,1,1,3,3,10,10,1,1,2.0120004281e+12,person
290,4013010101,127,1,102,1,1,1,1,8,8,1,1,2.01200042835e+12,person
291,4013010101,127,2,102,1,1,1,1,6,6,1,1,2.01200042835e+12,person
292,4013010101,128,1,128,1,1,3,3,10,10,1,1,2.01200043368e+12,person
293,4013010101,128,2,128,1,1,3,3,10,10,2,2,2.01200043368e+12,person
294,4013010101,129,1,107,1,1,3,3,9,9,2,2,2.01200043428e+12,person
295,4013010101,129,2,107,1,1,3,3,9,9,1,1,2.01200043428e+12,person
296,4013010101,130,1,103,1,1,1,1,7,7,2,2,2.01200044363e+12,person
297,4013010101,131,1,205,1,1,1,1,7,7,1,1,2.0120004468e+12,person
298,4013010101,131,2,205,1,1,1,1,7,7,2,2,2.0120004468e+12,person
299,4013010101,132,1,206,1,1,3,3,10,10,1,1,2.01200045637e+12,person
300,4013010101,132,2,206,1,1,3,3,10,10,2,2,2.01200045637e+12,person
301,4013010101,133,1,130,1,1,3,3,10,10,2,2,2.01200046107e+12,person
302,4013010101,134,1,100,1,1,3,3,9,9,2,2,2.01200046154e+12,person
303,4013010101,134,2,100,1,1,3,3,9,9,1,1,2.01200046154e+12,person
304,4013010101,135,1,105,1,1,1,1,7,7,1,1,2.01200046727e+12,person
305,4013010101,136,1,112,1,1,1,1,6,6,1,1,2.01200046754e+12,person
306,4013010101,136,2,112,1,1,1,1,5,5,2,2,2.01200046754e+12,person
307,4013010101,137,1,112,1,1,3,3,9,9,1,1,2.01200047144e+12,person
308,4013010101,137,2,112,1,1,3,3,9,9,2,2,2.01200047144e+12,person
309,4013010101,138,1,109,1,1,1,1,8,8,1,1,2.01200047148e+12,person
310,4013010101,138,2,109,1,1,1,1,6,6,1,1,2.01200047148e+12,person
311,4013010101,139,1,130,1,1,3,3,10,10,1,1,2.01200047789e+12,person
312,4013010101,139,2,130,1,1,3,3,10,10,2,2,2.01200047789e+12,person
313,4013010101,140,1,108,1,1,1,1,8,8,2,2,2.01200047849e+12,person
314,4013010101,140,2,108,1,1,3,3,9,9,1,1,2.01200047849e+12,person
315,4013010101,141,1,127,1,1,1,1,10,10,1,1,2.01200048704e+12,person
316,4013010101,141,2,127,1,1,3,3,9,9,2,2,2.01200048704e+12,person
317,4013010101,142,1,205,1,1,1,1,9,9,1,1,2.01200048783e+12,person
318,4013010101,142,2,205,1,1,3,3,9,9,2,2,2.01200048783e+12,person
319,4013010101,142,3,205,1,1,3,3,6,6,2,2,2.01200048783e+12,person
320,4013010101,142,4,205,1,1,3,3,4,4,1,1,2.01200048783e+12,person
321,4013010101,142,5,205,1,1,1,1,7,7,1,1,2.01200048783e+12,person
322,4013010101,143,1,112,1,1,3,3,9,9,1,1,2.01200048985e+12,person
323,4013010101,144,1,105,1,1,3,3,9,9,1,1,2.01200049245e+12,person
324,4013010101,144,2,105,1,1,3,3,9,9,2,2,2.01200049245e+12,person
325,4013010101,145,1,600,1,1,1,1,9,9,1,1,2.01200049428e+12,person
326,4013010101,145,2,600,1,1,1,1,9,9,2,2,2.01200049428e+12,person
327,4013010101,146,1,115,1,1,1,1,8,8,2,2,2.01200049472e+12,person
328,4013010101,146,2,115,1,1,3,3,10,10,2,2,2.01200049472e+12,person
329,4013010101,147,1,600,1,1,3,3,9,9,2,2,2.0120004975e+12,person
330,4013010101,147,2,600,1,1,3,3,9,9,1,1,2.0120004975e+12,person
331,4013010101,148,1,126,1,1,3,3,7,7,1,1,2.01200050191e+12,person
332,4013010101,148,2,126,1,1,1,1,7,7,2,2,2.01200050191e+12,person
333,4013010101,148,3,126,1,1,3,3,3,3,2,2,2.01200050191e+12,person
334,4013010101,148,4,126,1,1,3,3,3,3,1,1,2.01200050191e+12,person
335,4013010101,149,1,600,1,1,3,3,10,10,1,1,2.01200050393e+12,person
336,4013010101,149,2,600,1,1,3,3,10,10,2,2,2.01200050393e+12,person
337,4013010101,150,1,300,1,1,3,3,9,9,2,2,2.0120005066e+12,person
