unique_person_id,hid,geo,unique_id_in_geo,pid,sample_geo,ptotals,empl,page,psex,rptotals,rempl,rpage,rpsex,entity
33,1000897,4013010101,14,1,807,1,3,9,2,1,3,9,2,person
34,1000897,4013010101,14,2,807,1,3,9,1,1,3,9,1,person
35,1000951,4013010101,15,1,129,1,3,9,2,1,3,9,2,person
36,1001064,4013010101,16,1,300,1,3,10,2,1,3,10,2,person
37,1001067,4013010101,17,1,207,1,1,4,1,1,1,4,1,person
38,1001067,4013010101,17,2,207,1,3,3,1,1,3,3,1,person
39,1001077,4013010101,18,1,800,1,3,8,2,1,3,8,2,person
40,1001077,4013010101,18,2,800,1,3,9,1,1,3,9,1,person
41,1001232,4013010101,19,1,109,1,3,9,1,1,3,9,1,person
42,1001232,4013010101,19,2,109,1,3,8,2,1,3,8,2,person
43,1001290,4013010101,20,1,300,1,3,9,1,1,3,9,1,person
44,1001290,4013010101,20,2,300,1,3,9,2,1,3,9,2,person
45,1001304,4013010101,21,1,117,1,3,7,2,1,3,7,2,person
46,1001304,4013010101,21,2,117,1,3,7,1,1,3,7,1,person
47,1001304,4013010101,21,3,117,1,3,3,2,1,3,3,2,person
48,1001304,4013010101,21,4,117,1,4,2,1,1,4,2,1,person
49,1001304,4013010101,21,5,117,1,4,2,1,1,4,2,1,person
50,1001337,4013010101,22,1,105,1,3,10,1,1,3,10,1,person
51,1001337,4013010101,22,2,105,1,3,10,2,1,3,10,2,person
52,1001358,4013010101,23,1,203,1,3,9,1,1,3,9,1,person
53,1001358,4013010101,23,2,203,1,3,8,2,1,3,8,2,person
54,1001374,4013010101,24,1,204,1,1,8,1,1,1,8,1,person
55,1001374,4013010101,24,2,204,1,3,8,2,1,3,8,2,person
56,1001457,4013010101,25,1,204,1,3,10,2,1,3,10,2,person
57,1001527,4013010101,26,1,700,1,1,6,1,1,1,6,1,person
58,1001527,4013010101,26,2,700,1,3,7,2,1,3,7,2,person
59,1001527,4013010101,26,3,700,1,3,3,2,1,3,3,2,person
60,1001527,4013010101,26,4,700,1,4,2,1,1,4,2,1,person
61,1001527,4013010101,26,5,700,1,4,1,1,1,4,1,1,person
62,1001527,4013010101,26,6,700,1,4,2,1,1,4,2,1,person
63,1001731,4013010101,27,1,700,1,3,9,2,1,3,9,2,person
64,1001731,4013010101,27,2,700,1,3,9,1,1,3,9,1,person
65,1001934,4013010101,28,1,803,1,3,9,1,1,3,9,1,person
66,1001934,4013010101,28,2,803,1,3,9,2,1,3,9,2,person
67,1001960,4013010101,29,1,205,1,3,8,1,1,3,8,1,person
68,1002024,4013010101,30,1,116,1,3,8,1,1,3,8,1,person
69,1002024,4013010101,30,2,116,1,3,6,1,1,3,6,1,person
70,1002149,4013010101,31,1,208,1,1,6,2,1,1,6,2,person
71,1002149,4013010101,31,2,208,1,1,6,1,1,1,6,1,person
72,1002149,4013010101,31,3,208,1,4,2,1,1,4,2,1,person
73,1002149,4013010101,31,4,208,1,4,1,1,1,4,1,1,person
74,1002149,4013010101,31,5,208,1,4,1,1,1,4,1,1,person
75,1002255,4013010101,32,1,205,1,3,8,1,1,3,8,1,person
76,1002255,4013010101,32,2,205,1,3,8,2,1,3,8,2,person
77,1002305,4013010101,33,1,108,1,1,6,1,1,1,6,1,person
78,1002382,4013010101,34,1,803,1,3,9,2,1,3,9,2,person
79,1002382,4013010101,34,2,803,1,3,9,1,1,3,9,1,person
80,1002458,4013010101,35,1,400,1,1,7,1,1,1,7,1,person
81,1002458,4013010101,35,2,400,1,1,7,2,1,1,7,2,person
82,1002627,4013010101,36,1,114,1,3,9,1,1,3,9,1,person
83,1002665,4013010101,37,1,108,1,1,8,1,1,1,8,1,person
84,1002665,4013010101,37,2,108,1,1,8,2,1,1,8,2,person
85,1002701,4013010101,38,1,106,1,1,8,1,1,1,8,1,person
86,1002701,4013010101,38,2,106,1,1,7,2,1,1,7,2,person
87,1002779,4013010101,39,1,101,1,1,7,1,1,1,7,1,person
88,1002779,4013010101,39,2,101,1,3,4,2,1,3,4,2,person
89,1002779,4013010101,39,3,101,1,4,1,1,1,4,1,1,person
90,1002779,4013010101,39,4,101,1,4,1,1,1,4,1,1,person
91,1002779,4013010101,39,5,101,1,1,7,2,1,1,7,2,person
92,1002874,4013010101,40,1,204,1,3,9,1,1,3,9,1,person
93,1002874,4013010101,40,2,204,1,1,8,2,1,1,8,2,person
94,1002935,4013010101,41,1,104,1,1,9,1,1,1,9,1,person
95,1002935,4013010101,41,2,104,1,2,6,2,1,2,6,2,person
96,1003126,4013010101,42,1,115,1,1,4,2,1,1,4,2,person
97,1003126,4013010101,42,2,115,1,3,5,1,1,3,5,1,person
98,1003138,4013010101,43,1,114,1,3,10,2,1,3,10,2,person
99,1003139,4013010101,44,1,204,1,1,4,1,1,1,4,1,person
100,1003304,4013010101,45,1,120,1,1,6,2,1,1,6,2,person
101,1003304,4013010101,45,2,120,1,3,3,2,1,3,3,2,person
102,1003373,4013010101,46,1,121,1,1,8,1,1,1,8,1,person
103,1003373,4013010101,46,2,121,1,3,8,2,1,3,8,2,person
104,1003445,4013010101,47,1,115,1,3,9,1,1,3,9,1,person
105,1003445,4013010101,47,2,115,1,3,10,2,1,3,10,2,person
106,1003481,4013010101,48,1,805,1,1,9,1,1,1,9,1,person
107,1003481,4013010101,48,2,805,1,2,8,2,1,2,8,2,person
108,1003695,4013010101,49,1,700,1,1,8,1,1,1,8,1,person
109,1003695,4013010101,49,2,700,1,1,8,2,1,1,8,2,person
110,1003708,4013010101,50,1,125,1,1,7,2,1,1,7,2,person
111,1003708,4013010101,50,2,125,1,3,7,1,1,3,7,1,person
112,1003708,4013010101,50,3,125,1,3,4,1,1,3,4,1,person
113,1003708,4013010101,50,4,125,1,3,3,2,1,3,3,2,person
114,1003718,4013010101,51,1,900,1,3,9,1,1,3,9,1,person
115,1003718,4013010101,51,2,900,1,3,9,2,1,3,9,2,person
116,1003746,4013010101,52,1,700,1,3,9,1,1,3,9,1,person
117,1003918,4013010101,53,1,803,1,3,9,1,1,3,9,1,person
118,1003918,4013010101,53,2,803,1,3,10,2,1,3,10,2,person
119,1003961,4013010101,54,1,101,1,3,10,1,1,3,10,1,person
120,1003961,4013010101,54,2,101,1,3,10,2,1,3,10,2,person
121,1004001,4013010101,55,1,134,1,3,9,1,1,3,9,1,person
122,1004001,4013010101,55,2,134,1,3,9,1,1,3,9,1,person
123,1004001,4013010101,55,3,134,1,3,10,2,1,3,10,2,person
124,1004001,4013010101,55,4,134,1,3,8,2,1,3,8,2,person
125,1004012,4013010101,56,1,130,1,3,10,1,1,3,10,1,person
126,1004012,4013010101,56,2,130,1,3,10,2,1,3,10,2,person
127,1004201,4013010101,57,1,128,1,1,6,2,1,1,6,2,person
128,1004201,4013010101,57,2,128,1,1,7,1,1,1,7,1,person
129,1004201,4013010101,57,3,128,1,4,1,1,1,4,1,1,person
130,1004201,4013010101,57,4,128,1,4,1,2,1,4,1,2,person
131,1004308,4013010101,58,1,104,1,1,7,2,1,1,7,2,person
132,1004308,4013010101,58,2,104,1,3,4,1,1,3,4,1,person
133,1004308,4013010101,58,3,104,1,3,3,1,1,3,3,1,person
134,1004310,4013010101,59,1,112,1,1,10,1,1,1,10,1,person
135,1004310,4013010101,59,2,112,1,3,9,2,1,3,9,2,person
136,1004342,4013010101,60,1,126,1,1,8,1,1,1,8,1,person
137,1004342,4013010101,60,2,126,1,1,8,2,1,1,8,2,person
138,1004530,4013010101,61,1,106,1,3,9,1,1,3,9,1,person
139,1004530,4013010101,61,2,106,1,1,7,2,1,1,7,2,person
140,1004554,4013010101,62,1,600,1,3,10,2,1,3,10,2,person
141,1004641,4013010101,63,1,803,1,3,9,2,1,3,9,2,person
142,1004641,4013010101,63,2,803,1,3,9,1,1,3,9,1,person
143,1004654,4013010101,64,1,102,1,3,9,1,1,3,9,1,person
144,1004654,4013010101,64,2,102,1,3,9,2,1,3,9,2,person
145,1004708,4013010101,65,1,400,1,1,6,1,1,1,6,1,person
146,1004886,4013010101,66,1,103,1,3,9,1,1,3,9,1,person
147,1005038,4013010101,67,1,116,1,3,10,1,1,3,10,1,person
148,1005038,4013010101,68,1,116,1,3,10,1,1,3,10,1,person
149,1005132,4013010101,69,1,204,1,3,10,1,1,3,10,1,person
150,1005132,4013010101,69,2,204,1,3,10,2,1,3,10,2,person
151,1005144,4013010101,70,1,129,1,3,10,1,1,3,10,1,person
152,1005144,4013010101,70,2,129,1,3,9,2,1,3,9,2,person
153,1005221,4013010101,71,1,102,1,3,9,1,1,3,9,1,person
154,1005221,4013010101,71,2,102,1,3,9,2,1,3,9,2,person
155,1005282,4013010101,72,1,201,1,1,9,2,1,1,9,2,person
156,1005293,4013010101,73,1,600,1,3,10,2,1,3,10,2,person
157,1005293,4013010101,73,2,600,1,3,7,1,1,3,7,1,person
158,1005330,4013010101,74,1,204,1,1,7,1,1,1,7,1,person
159,1005330,4013010101,74,2,204,1,1,7,2,1,1,7,2,person
160,1005330,4013010101,74,3,204,1,4,2,2,1,4,2,2,person
161,1005330,4013010101,74,4,204,1,4,2,2,1,4,2,2,person
162,1005406,4013010101,75,1,115,1,1,8,1,1,1,8,1,person
163,1005406,4013010101,75,2,115,1,3,7,2,1,3,7,2,person
164,1005424,4013010101,76,1,131,1,3,10,1,1,3,10,1,person
165,1005424,4013010101,76,2,131,1,3,9,2,1,3,9,2,person
166,1005430,4013010101,77,1,126,1,3,10,1,1,3,10,1,person
167,1005430,4013010101,77,2,126,1,3,10,2,1,3,10,2,person
168,1005460,4013010101,78,1,807,1,3,10,1,1,3,10,1,person
169,1005460,4013010101,78,2,807,1,3,9,2,1,3,9,2,person
170,1005500,4013010101,79,1,134,1,3,9,1,1,3,9,1,person
171,1005513,4013010101,80,1,107,1,3,10,1,1,3,10,1,person
172,1005513,4013010101,80,2,107,1,3,10,2,1,3,10,2,person
173,1005520,4013010101,81,1,113,1,1,8,1,1,1,8,1,person
174,1005520,4013010101,81,2,113,1,1,8,2,1,1,8,2,person
175,1005627,4013010101,82,1,120,1,1,6,2,1,1,6,2,person
176,1005627,4013010101,82,2,120,1,1,6,1,1,1,6,1,person
177,1005627,4013010101,82,3,120,1,4,1,1,1,4,1,1,person
178,1005627,4013010101,82,4,120,1,4,1,1,1,4,1,1,person
179,1005627,4013010101,82,5,120,1,4,1,2,1,4,1,2,person
180,1005639,4013010101,83,1,107,1,3,7,2,1,3,7,2,person
181,1005639,4013010101,83,2,107,1,1,6,1,1,1,6,1,person
182,1005639,4013010101,83,3,107,1,4,2,1,1,4,2,1,person
183,1005639,4013010101,83,4,107,1,4,1,1,1,4,1,1,person
184,1005659,4013010101,84,1,600,1,3,9,2,1,3,9,2,person
185,1005734,4013010101,85,1,101,1,1,8,2,1,1,8,2,person
186,1005734,4013010101,85,2,101,1,1,7,1,1,1,7,1,person
187,1005762,4013010101,86,1,500,1,3,7,1,1,3,7,1,person
188,1005762,4013010101,86,2,500,1,3,8,2,1,3,8,2,person
189,1005825,4013010101,87,1,205,1,3,9,1,1,3,9,1,person
190,1005825,4013010101,87,2,205,1,3,9,2,1,3,9,2,person
191,1005831,4013010101,88,1,101,1,3,7,2,1,3,7,2,person
192,1005831,4013010101,88,2,101,1,3,9,1,1,3,9,1,person
193,1005904,4013010101,89,1,803,1,3,10,2,1,3,10,2,person
194,1005904,4013010101,89,2,803,1,3,9,1,1,3,9,1,person
195,1005989,4013010101,90,1,107,1,1,7,1,1,1,7,1,person
196,1005996,4013010101,91,1,111,1,3,8,1,1,3,8,1,person
197,1005996,4013010101,91,2,111,1,1,8,2,1,1,8,2,person
198,1006129,4013010101,92,1,204,1,3,9,1,1,3,9,1,person
199,1006129,4013010101,92,2,204,1,3,8,2,1,3,8,2,person
200,1006299,4013010101,93,1,205,1,3,10,2,1,3,10,2,person
201,1006299,4013010101,93,2,205,1,3,10,1,1,3,10,1,person
202,1006351,4013010101,94,1,105,1,3,10,1,1,3,10,1,person
203,1006351,4013010101,94,2,105,1,3,10,2,1,3,10,2,person
204,1006367,4013010101,95,1,112,1,3,9,1,1,3,9,1,person
205,1006367,4013010101,95,2,112,1,3,9,2,1,3,9,2,person
206,1006414,4013010101,96,1,101,1,1,8,2,1,1,8,2,person
207,1006414,4013010101,96,2,101,1,3,10,2,1,3,10,2,person
208,1006422,4013010101,97,1,100,1,1,8,1,1,1,8,1,person
209,1006426,4013010101,98,1,119,1,1,8,1,1,1,8,1,person
210,1006426,4013010101,98,2,119,1,3,9,2,1,3,9,2,person
211,1006503,4013010101,99,1,108,1,1,8,2,1,1,8,2,person
212,1006503,4013010101,99,2,108,1,1,3,1,1,1,3,1,person
213,1006543,4013010101,100,1,209,1,1,6,2,1,1,6,2,person
214,1006543,4013010101,100,2,209,1,1,6,2,1,1,6,2,person
215,1006548,4013010101,101,1,104,1,1,9,2,1,1,9,2,person
216,1006548,4013010101,101,2,104,1,1,7,1,1,1,7,1,person
217,1006548,4013010101,101,3,104,1,3,6,2,1,3,6,2,person
218,1006550,4013010101,102,1,108,1,1,7,1,1,1,7,1,person
219,1006550,4013010101,102,2,108,1,3,7,2,1,3,7,2,person
220,1006646,4013010101,103,1,600,1,3,9,1,1,3,9,1,person
221,1006646,4013010101,103,2,600,1,3,10,2,1,3,10,2,person
222,1006680,4013010101,104,1,208,1,3,10,2,1,3,10,2,person
223,1006681,4013010101,105,1,105,1,3,8,1,1,3,8,1,person
224,1006681,4013010101,105,2,105,1,1,7,2,1,1,7,2,person
225,1006681,4013010101,105,3,105,1,3,3,1,1,3,3,1,person
226,1006681,4013010101,105,4,105,1,4,2,2,1,4,2,2,person
227,1006702,4013010101,106,1,300,1,3,8,1,1,3,8,1,person
228,1006702,4013010101,106,2,300,1,3,7,2,1,3,7,2,person
229,1006702,4013010101,106,3,300,1,3,3,2,1,3,3,2,person
230,1006766,4013010101,107,1,101,1,3,6,2,1,3,6,2,person
231,1006766,4013010101,107,2,101,1,1,7,1,1,1,7,1,person
232,1006766,4013010101,107,3,101,1,4,1,1,1,4,1,1,person
233,1006766,4013010101,107,4,101,1,4,1,2,1,4,1,2,person
234,1006766,4013010101,107,5,101,1,4,1,2,1,4,1,2,person
235,1006781,4013010101,108,1,102,1,3,10,1,1,3,10,1,person
236,1006781,4013010101,108,2,102,1,3,10,2,1,3,10,2,person
237,1006798,4013010101,109,1,104,1,3,10,1,1,3,10,1,person
238,1006798,4013010101,109,2,104,1,1,10,2,1,1,10,2,person
239,1006927,4013010101,110,1,107,1,1,6,1,1,1,6,1,person
240,1006927,4013010101,110,2,107,1,4,2,2,1,4,2,2,person
241,1006927,4013010101,110,3,107,1,4,2,1,1,4,2,1,person
242,1006927,4013010101,110,4,107,1,4,2,1,1,4,2,1,person
243,1007062,4013010101,111,1,131,1,3,9,1,1,3,9,1,person
244,1007062,4013010101,111,2,131,1,3,9,2,1,3,9,2,person
245,1007079,4013010101,112,1,100,1,1,7,1,1,1,7,1,person
246,1007079,4013010101,112,2,100,1,1,6,2,1,1,6,2,person
247,1007079,4013010101,112,3,100,1,4,2,1,1,4,2,1,person
248,1007102,4013010101,113,1,208,1,3,8,1,1,3,8,1,person
249,1007102,4013010101,113,2,208,1,3,8,2,1,3,8,2,person
250,1007114,4013010101,114,1,900,1,1,8,2,1,1,8,2,person
251,1007169,4013010101,115,1,126,1,1,8,1,1,1,8,1,person
252,1007169,4013010101,115,2,126,1,1,7,2,1,1,7,2,person
253,1007242,4013010101,116,1,900,1,3,10,1,1,3,10,1,person
254,1007242,4013010101,116,2,900,1,3,8,2,1,3,8,2,person
255,1007327,4013010101,117,1,120,1,3,9,1,1,3,9,1,person
256,1007327,4013010101,117,2,120,1,1,8,2,1,1,8,2,person
257,1007330,4013010101,118,1,803,1,3,8,2,1,3,8,2,person
258,1007330,4013010101,118,2,803,1,3,9,1,1,3,9,1,person
259,1007413,4013010101,119,1,803,1,3,9,1,1,3,9,1,person
260,1007413,4013010101,119,2,803,1,3,9,2,1,3,9,2,person
261,1007429,4013010101,120,1,104,1,3,10,1,1,3,10,1,person
262,1007429,4013010101,120,2,104,1,3,10,2,1,3,10,2,person
263,1007429,4013010101,121,1,104,1,3,10,1,1,3,10,1,person
264,1007429,4013010101,121,2,104,1,3,10,2,1,3,10,2,person
265,1007448,4013010101,122,1,132,1,1,6,2,1,1,6,2,person
266,1007448,4013010101,122,2,132,1,1,6,1,1,1,6,1,person
267,1007448,4013010101,122,3,132,1,3,3,2,1,3,3,2,person
268,1007448,4013010101,122,4,132,1,3,3,2,1,3,3,2,person
269,1007448,4013010101,122,5,132,1,4,2,1,1,4,2,1,person
270,1007784,4013010101,123,1,127,1,3,9,1,1,3,9,1,person
271,1007784,4013010101,123,2,127,1,1,5,1,1,1,5,1,person
272,1007847,4013010101,124,1,300,1,3,10,1,1,3,10,1,person
273,1007847,4013010101,124,2,300,1,3,9,2,1,3,9,2,person
274,1007847,4013010101,125,1,300,1,3,10,1,1,3,10,1,person
275,1007847,4013010101,125,2,300,1,3,9,2,1,3,9,2,person
276,1007927,4013010101,126,1,206,1,3,10,1,1,3,10,1,person
277,1007936,4013010101,127,1,803,1,3,10,1,1,3,10,1,person
278,1007936,4013010101,127,2,803,1,3,10,2,1,3,10,2,person
279,1007972,4013010101,128,1,110,1,3,10,1,1,3,10,1,person
280,1007972,4013010101,128,2,110,1,3,9,2,1,3,9,2,person
281,1008063,4013010101,129,1,130,1,3,10,1,1,3,10,1,person
282,1008063,4013010101,129,2,130,1,3,10,2,1,3,10,2,person
283,1008141,4013010101,130,1,807,1,3,9,1,1,3,9,1,person
284,1008141,4013010101,130,2,807,1,3,9,2,1,3,9,2,person
285,1008170,4013010101,131,1,111,1,3,9,1,1,3,9,1,person
286,1008170,4013010101,131,2,111,1,3,8,2,1,3,8,2,person
287,1008189,4013010101,132,1,127,1,3,9,1,1,3,9,1,person
288,1008189,4013010101,132,2,127,1,3,10,2,1,3,10,2,person
289,1008310,4013010101,133,1,105,1,3,10,1,1,3,10,1,person
290,1008310,4013010101,133,2,105,1,3,10,2,1,3,10,2,person
291,1008351,4013010101,134,1,132,1,3,9,1,1,3,9,1,person
292,1008351,4013010101,134,2,132,1,3,9,2,1,3,9,2,person
293,1008386,4013010101,135,1,400,1,3,9,2,1,3,9,2,person
294,1008386,4013010101,135,2,400,1,3,9,1,1,3,9,1,person
295,1008392,4013010101,136,1,204,1,3,9,2,1,3,9,2,person
296,1008392,4013010101,136,2,204,1,3,9,1,1,3,9,1,person
297,1008410,4013010101,137,1,202,1,1,9,1,1,1,9,1,person
298,1008410,4013010101,137,2,202,1,3,9,2,1,3,9,2,person
299,1008452,4013010101,138,1,130,1,3,10,2,1,3,10,2,person
300,1008452,4013010101,138,2,130,1,3,10,1,1,3,10,1,person
301,1008463,4013010101,139,1,126,1,3,7,1,1,3,7,1,person
302,1008463,4013010101,139,2,126,1,1,7,2,1,1,7,2,person
303,1008463,4013010101,139,3,126,1,3,3,2,1,3,3,2,person
304,1008463,4013010101,139,4,126,1,3,3,1,1,3,3,1,person
305,1008502,4013010101,140,1,400,1,3,9,2,1,3,9,2,person
306,1008502,4013010101,140,2,400,1,1,5,2,1,1,5,2,person
307,1008502,4013010101,140,3,400,1,4,1,2,1,4,1,2,person
308,1008502,4013010101,140,4,400,1,4,1,2,1,4,1,2,person
309,1008574,4013010101,141,1,202,1,1,9,2,1,1,9,2,person
310,1008574,4013010101,141,2,202,1,1,7,1,1,1,7,1,person
311,1008598,4013010101,142,1,102,1,1,7,1,1,1,7,1,person
312,1008598,4013010101,142,2,102,1,3,7,2,1,3,7,2,person
313,1008598,4013010101,142,3,102,1,1,3,2,1,1,3,2,person
314,1008598,4013010101,142,4,102,1,1,3,2,1,1,3,2,person
315,1008620,4013010101,143,1,116,1,3,9,2,1,3,9,2,person
316,1008620,4013010101,143,2,116,1,3,9,1,1,3,9,1,person
317,1008835,4013010101,144,1,127,1,1,7,1,1,1,7,1,person
318,1008835,4013010101,144,2,127,1,1,7,2,1,1,7,2,person
319,1008868,4013010101,145,1,114,1,1,7,1,1,1,7,1,person
320,1008868,4013010101,145,2,114,1,1,7,1,1,1,7,1,person
321,1008954,4013010101,146,1,206,1,3,4,2,1,3,4,2,person
322,1008954,4013010101,146,2,206,1,4,2,2,1,4,2,2,person
323,1008954,4013010101,146,3,206,1,4,1,2,1,4,1,2,person
324,1008954,4013010101,146,4,206,1,4,1,1,1,4,1,1,person
325,1008954,4013010101,146,5,206,1,1,4,1,1,1,4,1,person
326,1008992,4013010101,147,1,129,1,3,7,2,1,3,7,2,person
327,1008992,4013010101,147,2,129,1,1,8,1,1,1,8,1,person
328,1009033,4013010101,148,1,207,1,3,9,1,1,3,9,1,person
329,1009036,4013010101,149,1,700,1,3,8,2,1,3,8,2,person
330,1009036,4013010101,149,2,700,1,3,9,1,1,3,9,1,person
331,1009039,4013010101,150,1,110,1,3,9,1,1,3,9,1,person
332,1009039,4013010101,150,2,110,1,3,8,2,1,3,8,2,person
333,1009090,4013010101,151,1,105,1,1,8,2,1,1,8,2,person
334,1009090,4013010101,151,2,105,1,1,8,2,1,1,8,2,person
335,1009165,4013010101,152,1,206,1,3,9,1,1,3,9,1,person
336,1009165,4013010101,152,2,206,1,3,8,2,1,3,8,2,person
337,1009186,4013010101,153,1,205,1,3,10,1,1,3,10,1,person
338,1009186,4013010101,153,2,205,1,3,10,2,1,3,10,2,person
339,1009343,4013010101,154,1,209,1,1,8,1,1,1,8,1,person
340,1009343,4013010101,154,2,209,1,1,8,1,1,1,8,1,person
341,1009384,4013010101,155,1,111,1,3,9,1,1,3,9,1,person
342,1009384,4013010101,155,2,111,1,3,9,2,1,3,9,2,person
343,1009451,4013010101,156,1,102,1,1,9,1,1,1,9,1,person
344,1009451,4013010101,156,2,102,1,3,8,2,1,3,8,2,person
345,1009480,4013010101,157,1,104,1,3,9,1,1,3,9,1,person
346,1009480,4013010101,157,2,104,1,3,9,2,1,3,9,2,person
347,1009630,4013010101,158,1,128,1,3,6,2,1,3,6,2,person
348,1009630,4013010101,158,2,128,1,1,6,1,1,1,6,1,person
349,1009630,4013010101,158,3,128,1,4,1,1,1,4,1,1,person
350,1009630,4013010101,158,4,128,1,4,1,1,1,4,1,1,person
351,1009667,4013010101,159,1,131,1,3,10,1,1,3,10,1,person
352,1009667,4013010101,159,2,131,1,1,9,2,1,1,9,2,person
353,1009681,4013010101,160,1,803,1,3,10,2,1,3,10,2,person
354,1009681,4013010101,160,2,803,1,3,10,1,1,3,10,1,person
355,1009691,4013010101,161,1,117,1,3,9,2,1,3,9,2,person
356,1009691,4013010101,161,2,117,1,3,10,1,1,3,10,1,person
357,1009723,4013010101,162,1,126,1,1,7,1,1,1,7,1,person
358,1009723,4013010101,162,2,126,1,3,7,2,1,3,7,2,person
359,1009898,4013010101,163,1,134,1,1,6,1,1,1,6,1,person
360,1009898,4013010101,163,2,134,1,1,6,2,1,1,6,2,person
361,1009898,4013010101,163,3,134,1,3,3,2,1,3,3,2,person
362,1009898,4013010101,163,4,134,1,4,2,2,1,4,2,2,person
363,1009898,4013010101,163,5,134,1,4,2,2,1,4,2,2,person
364,1009898,4013010101,163,6,134,1,4,2,1,1,4,2,1,person
365,1009903,4013010101,164,1,111,1,3,4,1,1,3,4,1,person
366,1009903,4013010101,164,2,111,1,4,1,2,1,4,1,2,person
367,1009903,4013010101,164,3,111,1,4,1,1,1,4,1,1,person
368,1009903,4013010101,164,4,111,1,4,1,2,1,4,1,2,person
369,1009903,4013010101,164,5,111,1,4,1,1,1,4,1,1,person
370,1010175,4013010101,165,1,104,1,1,6,2,1,1,6,2,person
371,1010175,4013010101,165,2,104,1,1,6,2,1,1,6,2,person
372,1010210,4013010101,166,1,102,1,3,8,2,1,3,8,2,person
373,1010210,4013010101,166,2,102,1,1,8,1,1,1,8,1,person
374,1010258,4013010101,167,1,102,1,1,9,2,1,1,9,2,person
375,1010258,4013010101,167,2,102,1,3,7,1,1,3,7,1,person
376,1010336,4013010101,168,1,131,1,2,6,2,1,2,6,2,person
377,1010336,4013010101,168,2,131,1,1,6,1,1,1,6,1,person
378,1010460,4013010101,169,1,126,1,1,7,2,1,1,7,2,person
379,1010460,4013010101,169,2,126,1,3,3,1,1,3,3,1,person
380,1010534,4013010101,170,1,126,1,3,9,1,1,3,9,1,person
381,1010534,4013010101,170,2,126,1,3,9,2,1,3,9,2,person
382,1010588,4013010101,171,1,110,1,3,8,1,1,3,8,1,person
383,1010588,4013010101,171,2,110,1,3,3,2,1,3,3,2,person
384,1010588,4013010101,171,3,110,1,3,9,2,1,3,9,2,person
385,1010646,4013010101,172,1,700,1,1,7,1,1,1,7,1,person
386,1010646,4013010101,172,2,700,1,3,7,2,1,3,7,2,person
387,1010727,4013010101,173,1,500,1,3,8,2,1,3,8,2,person
388,1010727,4013010101,173,2,500,1,1,8,1,1,1,8,1,person
389,1010737,4013010101,174,1,117,1,1,7,1,1,1,7,1,person
390,1010737,4013010101,174,2,117,1,3,7,2,1,3,7,2,person
391,1010737,4013010101,174,3,117,1,3,3,1,1,3,3,1,person
392,1010865,4013010101,175,1,205,1,1,8,1,1,1,8,1,person
393,1010865,4013010101,175,2,205,1,1,8,2,1,1,8,2,person
394,1010880,4013010101,176,1,114,1,3,10,2,1,3,10,2,person
395,1010880,4013010101,176,2,114,1,1,9,2,1,1,9,2,person
